comment,label
Dunno y but i can smell Ww3 here 😅🤙🤙,1
politics on the name of this mandir wow astonishing,0
Bro. Just shut up!,0
"Actually he is right he can do that but don't you dare ask him about youth's employment, women safety and also VIKAS😂",1
Aren't they asking vote in name of religion 🧐,1
Do you think Indians are protesting because of the immigrants?? It’s the NRC issue that the protests are all about!,0
😍😍,0
Lies don't have much life span,0
"hindu , sikh  and christians wtf what about the muslims???",0
Every dog has a day,1
How is this man not in jail?,1
He just pointed out saying we are the nations brother daughter ya son. But because the ppl at jnu had an opinion he was slammed as an anti-nationalist ?! Wat happened to being brothers sons daughter. If u have an opinion that doesn’t correspond to wats urs .. it’s anti nationalist ?!!!,1
🤮💩these are  Uneducated people who came in rule by EVM  hack don't know how to rule 💯😂,1
Shah is trying to divide the country,1
"🤮🤮🤮 bullshit man ! Through out the video for once also he did not speak for the indian muslims, aren’t they our brothers and sisters too ?!",1
I am reminded of Hitler when I see this.,1
Wait for it amith the time will come to u.. 😂,0
🤮,1
"Somebody tell him that people are protesting against of the ""discriminatory"" nature of the law. Not because it takes away the citizenship of Indians.",0
"arey building a ram mandir is not the issue, the issue is why are you spending that much money on it when people are dying of hunger in our country, there is poverty everywhere. Ram would say the same if he were here, he wouldn't want people to suffer, he would instead serve the poor. If you really want to make God happy then serve the poor. @amitshahofficial @bjp4india",1
I support Amit ji 🙏,0
👌,0
what's your definition of anti-national? @amitshahofficial  We are against the government not the country.,0
He will surely have a special place in hell,1
His speeches are the proof for their divisive politics!,1
"That’s what happens when the illiterate have powers , they themselves don’t know know how to read , write and they’re enacting laws 😐😐SO SORRY FOR MY INDIA",0
🔥,0
"Dekhie is gadhe insaan ki soch , it's really shameful speech for indian democracy",1
Not providing citizenship to Muslims is nothing but taking away the opportunity of their citizenship from them.,0
"He is indirectly saying India will suffer for sure. More unemployment, worst economy, poverty, no education...Just follow me blindly and I will sink you as well 👏👏👏",0
shamefull,1
Hate speech. Stone head.,1
Shah is digging his own grave. He is forgetting that Indians are really street smart people. When it will come to voting everyone will remember what you are saying,0
"What about Muslims , rag pickers, people who live on roads, children left on roads , and what not , chacha?0",
"Sir what about unemployment ,what about women's rights ,what about gdp,what about farmers ,what about human rights . This is ur end of discrimination rule , ur intention is based on religious matter not about the people of the country . Ur intention is to divide and rule . Sir just think y students are protesting . CAA and NRC is ur game avoiding the Muslim refugee and what about srilankan tamilans ,what about mynamar ,Bhutan refugees ??? And also just think about the population of our country it will make a great change in the culture of the people , unemployment the act is absolutely wrong please make a correction .it's not about political game .it's for our country .police brutality my people are  suffering please bring the peace back . 🇮🇳🇮🇳🇮🇳🇮🇳🕉️☪️✝️❤️🤩🤩🤩",0
😂,0
"Watching his speech suddenly remind of Hitler, the same support and extremism and i hear some of them screaming ""goli maro"". This man with that level of hate one day can cause civil war in our peaceful nation. This is really dangerous for a democracy",
😳,0
"Our Home Minister just accused all protestors across India being ‘anti-national’, saying ‘Insha Allah’. How can he blanket all as Muslims?! By what fact?! What about arresting him for inciting communal hatred and disturbing the peace of our nation?",1
I feel like he is a threat,0
"He can't say in Sha allah, his intentions are very clear by that",0
"A tadi par minister can only say this... How many times you spoke of economy, foreign policies and development. Pathetic.1",
🤬down BJP,1
💓💓💓,0
He is misusing his platform and position 😠,0
👌❤️,0
"Yes, On the bases on religion. This happens when you vote for criminals and uneducated politicians.",0
He will rip this country off ! who's he to define what Nationalism and Anti-Nationalism is?  Those who protest to protect our constitution are not Anti Nationals and those who criticize BJP are not anti Indians.  A Big 🖕 to Amit Shah.,1
💯,0
Say one thing in favour of the govt and leftist will get offended and will start calling u names and might end up abusing u.  Say what you want.. he has taken away the reasons which were being used for Indian elections from past 70 years. Lets see if the left goes on the roads for employment and prosperity of the nation.,1
"Religion is an effective weapon for distraction from actual problems haunting the nation. Most of the revolts the world has witnessed, are due to issues like high inflation, high unemployment, higher standards of living and ever rising socio-economic inequalities, clearly the features of a tumbling economy like ours. So at this point, stirring the emotions in name of religion, preventing unity using ""divide and rule"" police of British works well to avoid conditions arising in nations facing similar economic problems like us -Chile, Lebanon, Iran, France's yellow vest movement.",1
Bjp has become the house of Lies,1
Some people are gonna be really disappointed when the mandir won't fulfill all the mannats and won't live up to the hype.,0
#no_nrc,0
"No cab, nrc, npr.... they dont care about economy, they dont care about increasing of rape, they dont care about agricultural, they dont care about anything... but always be effective in dividing people in the name of religion...",1
💩💩💩💩💩Amit shah💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩Modi💩💩💩💩💩💩💩💩💩💩,1
The sad part is that : illiterate Indians believe these people without going for a second thinking💩💩💩,0
Introvert is saying that he should better leave this country and make us free.,0
One of the best Anti-Muslims.,1
"That means jo genuine INDIAN MUSLIMS honge unko nahi bulaya jayega? Chalo woh bhi jaane do ... rakhoge Kahan? Chalo rakh bhi lenge , lekin khilaoge kya ? Khila bhi denge , lekin jobs kaise provide karoge unhe ? Yahan hum Indians ke resources aur needs ki demand hai , woh toh poori ho nhi rhi ... jo log aayenge unki needs kaise poori karoge ? Kam gareeb hai yahan India mein ? Unke liye toh koi intezaam nhi h . This government doesn't care about us at all STUBBORN PEOPLE .",1
🐍 🐍,1
🔥🔥🔥🔥,0
"The protests are for giving citizenship to other minorities as well, it was never alleged that it would take away anybody's citizenship. The JNU slogan thing was proven to be fake. Constantly talks about curbing free speech and no talk about issues that affect the people.Someone  please kill him",1
👌👌,0
"Oh my god! So disgusted by the way he speaks and his contents. Mr shah  we dont want  a ram mandir of a height that touches the sky but we would really be glad if you could just go and look back at the constitution of india. It says no disparity based on religion. The students of JNU are rightly protesting against your government  going against what we so deeply believe in ""liberty of thought, faith and worship"".",1
"Offcourse you are worried about the refugees; but where is the same concern for the people living here, can you not see the horrific crimes against our women,  the brutal and shameful acts of caste discrimination still present in the 21st century in our INDIA, OR are they not indian enough?  What i think is that this party is obssessed with congress, in every speech,  every rally,  they can't say anything without putting others down first.",1
Dude show us one clip of JNU students raising anti national slogan..,0
It's same as listening to Hitler 😢😢fascist bjp,1
He is trying his best to spread islamophobia,1
He said so many times that he is going to give everyone citizenship ... So what we are not citizen at this moment? We born as Indian we don't need someones certificate to prove that... Hindu-christian-muslim and so on everyone in here are our brothers and sisters....,0
Bullshit,1
Hate speech nothing else.,0
Shame,1
And the sad truth is that he's the Home Minister 😂,0
Love this man grand salute🙏,0
"He is right , people raising anti national slogans should be behind the bars but not anti BJP or anti modi or anti government , instead building temple build more education institutions and create more job opportunities Because after this act , our country would more populated",0
🖕,1
❤️,0
How 'inshah allah' become anti national slogan...?? 😲😲😲😲😲😲 Literally it just means 'if God wills it'😐,0
I see so many woke youth I. The comments that see the CAA and NRC for how Nazi-like it really is. At least there is hope for future of India 👍👍👍👍,0
"If he has so much of confidence, then why not do an interview with Ravish.😎",0
"To everyone reading this comment, I  hope we don't fall for these words. We will stay united and will do whatever best we can for our nation. We are the youth and I really believe that no matter how difficult they try to separate us with their ""religion"" speeches, we won't let them. We will rise and we will rise together. We won't let anyone feel the hatred because of us. I really believe in all of you who is trying to do good for this country and for humanity. Even when you ask one person to shut up because they are making absurd comments on others, it still helps. Every little thing counts. Don't let anyone turn you into something you won't want to live with. I believe in us. (and whoever is going to reply with something absurd, please don't. It's high time we should really unite together and do the best we can for this country)",0
BJP is preparing for 2024 from now by giving 4 crores citizenship and to  win the election but this will never happen. As Hindu and Muslims are uniting like never before.,0
"Proud. Finally  and Non muslim from Pakistan, Afganistan, Bangladeh can have a sigh of relief❤️❤️❤️❤️❤️❤️❤️❤️.....",0
Dude the whole nation has elected him as a pm twice u r here with thousand or lakhs people's u cannot do anything  he will b our pm thrice,0
"They say India is a democratic country which means, it is to the people, by the people and for the people. And if people do not like it how are you still supposed to do it. Aren't you an anti national?",0
Enough internet for the day.,0
Why is he copying Modi?,0
🔥,0
👌👌👌👌,0
"Challenging Amit Shah to prove it that NRC+CAA doesn't ""cheen kisi INDIAN ki nagrigta"". Prove it. Prove it that people in Assam detention centers are ALL BANGLADESHI or Pakistani or any other nation's citizens. PROVE IT that Assam detention centers have NO INDIAN CITIZENS who are wrongly put into it because of fault in documents.",0
"The country is fucking burning in all sectors but all they care about is ram Mandir. As if building a ""sky high"" temple is going to solve all of the nation's problems?",1
"Wow!! The saying people in Glass Houses shouldn't throw stones comes to mind. They are going to put people who who express their opinions be it on the government or whatever in jail but they still fail to arrest those people that attacked the young students and teachers at the university. It takes  years to get justice for rape Victims. Yet this rhinoceros wants to talk about anti nationals,  really Amit Shah,  you want to go there. It's you and your political party that are portraying India in a negative light and a causing a divide between the public. You are are the worst party I have ever seen. Shame on you!",1
I've never been this disappointed about another person's existence 😞,0
This is what the Indian government has reduced to...disgraceful.,1
Wht kind of HM is he? Who made him n on wht bases he got this post. Instead of tlkng abt growth of india this man tlkng abt anti national n making religious places tht touch skies. Hahahaha banalo bhai bht bht mubarak. Burj khalifa se b badi banalo prblm nai hai lkn fr heaven sake leave us. Nvr expctd HM of india wil use such words. Nobody cn stp us this wil happen wil put behind the bar blah blah. bhai ko gale lagana hai humara bhai hai  n all bullshit. Tm kch b kro chacha usse mtlb nai hai lkn tlk sumthng good inspire ppl with ua words n work. Ye cheap wrds use krna chod do tht might suits ua personality but doesnt suits on your post on which u r.,0
😡,1
Vaanam,0
"Get well soon to this old sick man!But I really wonder why don’t people understand the motives? He’s deliberately talking his shitty ideology where he says his associated group is superior & the others have no right to even live or breathe.. are you serious? Still.. I understand it’s very hard for some people to disbelieve him. But why you can’t just see his body language? His vocals, breathings, stir eyes, face & expression. I think I’ve seen all those same things somewhere... aaaan.. ohh yeah.. like Raavan in Ramayana for his Vanity or Tyrants Kans in mahabharat. He looks so similar. It’s easy to understand his motives & his hatred. Please don’t get in his trap. Raavan ke chakkar me puri lanka jal gayi thi, Better you choose the right side of humanity.",1
We are there with u amti bhai Shah!!!!!!♥️ Keep going 😍🇮🇳🇮🇳🇮🇳 u r the proud for this country 🇮🇳♥️♥️♥️,0
A lot of shit for you amit Shah,1
Elect the uneducated & see the universities burn 🔥,0
Best.🔥❣️,0
WOW GREAT JOB BRUT BUT..... why didnt you post all other key points? Is this all he said?,0
"What about our GDP rate, poverty, unemployment, economy ?",0
"It's so sad that he didn't talked about real probablem our nation is facing  like economy, education , security  not even once....To be honest he is selling ""RAM"" in this speech and his bullshit CAA ..i can clearly see his agenda i don't know why other people can't......",0
Chalo jnu mein naare lage ke nahi lage ye court mein bahas chalu hai aap sidhe judge mat baniye .... Jamia University mein bhi naare lage the Kya ki unko University mein ghus ke pita gaya ?? shame on you amit shah,1
👌👌👌👌👌👌👌👌,0
🙄😑,0
Aiieeerr?😁,0
The music is so upbeat 🔥,0
😀😀😀😂,0
"If you wanna buy air, buy a lays chips packet 😂😂😂",0
From air to the water. Wp -_-. Next up- fighting climate change with AC.,0
Is this sarcasm ??,0
Wow! Amazed to see human discovering new nd creative solutions for the problem created by own.,0
Kudos to number 3,0
Should have done this before if it was possible but everyone is just lazy as a human,
A time came when you had to buy air that too flavoured air wow ban plastic like Kerala did it's getting very effective here initiatIves from school levels are taking place it should be a model it's profitable it's giving children pocket money it's getting off trash and point to be noted none of the children or social worker has got sick doing it another thing ban plastic bottles in tourist destination its effictive in Kerala you can bring plastic bottles to tourist destination but on the entrance you will be tagged and if you don't give the bottles to recycling authority you will get fined instead of making dumping sites you should make energy plants that consume these plastic waste and the carbon from it seperated using air purifiers Large,0
"This is so useless. Why are they wasting water, there could be other ways why this .?",1
maa chudaye dilli wale ..!!!,0
What a waste of water money and time . Humans will never learn,0
Let me pay 300rs to breathe nice,0
@cheekusalad Impressive,0
@shavez_shz 😍,0
🙌,0
For human greed such beautiful animals were killed. Nature gave it's place to humans but we humans misused everything,0
"They made a movie Tollywood too. ""Mrugha Raju""",0
Beautiful😍😍😍,0
Yeah this is what happens when you mess with the circle of life. When destroy an animal’s home.  Humans are disgusting.,1
Innocent lions and our Indian brothers 😓,0
The background track❤️,0
👌🏽,0
Thats what happens when you claim there habitat🤷🏽‍♂️.,0
Oh my God I have read  this story in school books after along time it come back on Brut .  Now I'm Remembering my school days  those were the days 😢😢😢😢😢😢😢😢😢😢😢😭😭😭😭😭😭😭😭😭😭😭😭😅😅😅😅😅😂,0
Ghost and the darkness,0
They have made a movie on this .,0
They have made a Hollywood movie on this topic . Ghost and the Darkness in 1994,0
Wow,0
108 lions were slaughtered in the region. WTF.,1
It's shocking article. Lionesses never hunt for humans,0
That's what happens when Man interferes in wild life,0
All along I had absolutely no idea they hired Indian people. I learnt something new today. ❤️👍🏾🇿🇦,0
"""The ghost and the darkness"" the movie made on this topic. Om Puri was in this movie.",0
😢 it was home of lions ..Humans shdnt have entered.....Greedy humans,1
😮😭,0
Finally @brut.india  has covered something good.,0
"All thanks to @willock_btcfx ,so far he has proven to me that Bitcoin trading is the best option.i highly recommend him to you all.",0
The kind of news we deserve. Thanks for all this information @brut.india,0
Was an awesome insight to the unknown incidents. @brut.india Thank you,0
🙌,0
"Good at least when major accident didn't happened,u brought Small accident.....to Criticize govt.hope govt will take care of it also",0
Erasing all facts that is not favourable to them is a known policy of this govt!,1
False report😂😂2 girls died on central line in Maharashtra,0
Can we praise demonetization for this?,0
"3 February 2019 - At least seven passengers have been killed and several others injured when a New Delhi-bound train derailed in India's eastern state of Bihar. Though there was no major accident happened last year that’s the fact, but denying at all is the only reason of biased media reporting towards the ministry, department and govt.",0
Considering I saw one dead myself  cut into pieces due to being pushed by a crowd from the platform onto the tracks at Andheri station during mid August 2019. It is  hard to believe.,0
And the MMTS accident in Hyderabad recently where two trains collided and one person died. FYI MMTS comes under South Central railways. So I'm calling bullshit on this news.,0
Fake numbers. I encountered two of them last year.,0
*Modi has destroyed Indian railways*🤣,1
Bullshit ..feel safe??I'm pretty sure I'll get killed by a cop or lynched any minute...,1
Hahahaha😂🤣😂🤣😂🤣,0
Cool,0
Modi!!!!,0
Obviously it was a false report !,0
"One student from Ahemedabad died in the same train as i was traveling on 11th Oct'2019, train from New Delhi to Ropar",0
If any one dies heart attack at railway station becz of train horn. So you want to consider it Death due to rails.,0
You allow a passenger with waiting ticket in the coach and then blame trespassing??,0
And hundreds of animal died due to train accident..in kolkata grandfather and his grandson died in train accident.. I think u not talking about entire India.. 😒,0
@punam__pradhan  you were right!! 👍,0
Follow @cinema.matics for unknown and interesting facts about movies and TV shows.,0
@normalyash,0
"A train pilot died in HYDERABAD after train collusion, what non sense. It happened just 2-months back",0
What about  kachiguda accident bro,0
@piyushgoyalofficial,0
Wowwwwww👍👍👍👍👍👍,0
You're wrong in hyderabad the loco pilot has died due to the train accident #MMTSFALKUNAMA #KACHEGUDA #MMTS,0
"You  can't anything to change the minds of such small minded people who are stuck in the past, they just don't understand simple logics.",1
Which Indian culture or religion justifies beating up women?,1
Sri Ram sena😂😂😂. Why are these group of people even alive?,1
👏👏👏,0
"Lmao, tweets abusing Brut India for reporting news because it hurts their inflated ego how right wingers can't keep it in their pants.",1
Mee too was shit,1
How about sending secular chaaadis to such groups this republic day??? ...,0
Rape culture? Whats the connection to right wing?,0
This Sangi groups always making Indian travelling to past.. they are still in 90s.. why should the hell they are forcing others to live like them on 90s.. they may in uneducated.. that doesn't mean others should also be uneducated.. colleges and Universities are always a nightmare to them.. see the JNU case..,1
Le Right wing :- ladkio ka protest krna b hamare culture k against hai😂 so stop protesting against shree ram sena😏,1
Powerful👍,0
🙌,0
@kartikay_trivedi,0
@brut.india  inaf..you are sitting in turkey and posting shit about our country..ye what ram sena did was wrong ..u just stay away..post about your country🙏🙏 search on google the admin of this page everyone please 🙏🙏,0
I'm Indian top comment God 🇮🇳 🐉,0
"🔥🔥🔥🔥 In UP no Govt officials do anything other than stealing money from public. That state should b under President rule for next 20 years to make the Govt staffs as human, as now they r just docaits🔥🔥🔥🔥",
"For new year's safe fucking programme,,,maybe,,,,, as if to promote safe sex at free of cost",1
😂,0
Wtf,1
For villagers to use?,0
And then there are people who don't even have the courage to buy it,0
JNU me aaa raha hain ye Sab,0
Maybe it is for controlling the population of uttar Pradesh....,0
Everything happens in unnao,0
But Indians are so cultured.. 😀 a ploy by westerners to denigrate Indian culture 😀😁,0
JNU is that you🤣,0
people shouldn't feel shy to purchase from shops. so govt is helping them in this way.  awww...so care taking govt. they have in U.P😅😅,0
WHAT THE ACTUAL FUCK!! 😂,1
Please get me 100 pkts,0
Condoms rain in UP and UP,0
😂0,
@sourabhmendulkar  @tanmaygawali,0
@pawaraditya855 you and your gf must visit this village often 😂😂😂@mr.alchemist_ @tanmay0_2 @niharzende_6868,0
Wtf,0
@anuj._.asati,0
For villagers to use?,0
@rahulk_77,0
@_.gouraa._ 🤣🤣,0
And then there are people who don't even have the courage to buy it,0
Why not distribute it to the reception of hotels?,0
😂😂😂😂,0
WTF,0
@_whyhatim 😂,0
That's insane,0
It’s for modi,0
Bcuz platic is banned,0
Please pick up that person very very nice soo good👌👌👌,0
🤣🤣 I know the reason guys but I can’t tell you here.,0
@sanchitgola wtf is thiz? 😂😂😂,0
@pratik17 @dhwanav,0
They're planning something big,0
Yoji be like -: we want more Hindus than muslims hide all condoms we want more kids,1
So that no one from UP reproduce for a while!,0
😂,0
😂😂😂 nice plan,0
😂😂😂😂😂,0
@gaur_dee_pan_shu,0
@nitant_jain_  ur call,
The amount of those condoms is equal to at least half amount of babies born bcoz of not using them,1
🤣🤣🤣🤣🤣,0
@being_masnoon @anupamsood99 @nauman6.9 @i_am_ansari_farhan @mohdsaad_007 @md_wahidul_ @the__leader17_for_n @shahroz.9639 @mohd_shahid601 @vikas_world7,0
@tapangohil__,0
What the effing fuck??? 😂😂😆😆@fortunecokiee @sakina67_hussain,1
yogii#weed member,1
@chaitany_9  Kuch seekh,0
Yogi has to accept the idea of sex in public to make use of these,1
@bhumi.shah17,0
@singh.yashasv1 why,0
What a waste of resource...,0
Up/Florida,0
Wtf,1
🙏,0
@slick.reeb @awaisyed,0
@shubh_040,0
@princerock14 how many you want ?😂😂😂,0
"Instead of giving education, introducing safe fucking programme😂🙏",1
@sumitsil 🤣🤣🤣🤣,0
@the_prabhakar,0
Here's the acche din.. waah modi ji waah .. thoko pito fenko 👌,
"As per BJP leaders, this is the toilet of JNU 😂🤦‍♂️",0
@den_f_nan_d,0
@niiteshhhhh yeh kabh sudrenge?,0
@minjohenry  good morning,0
Bakths boycotting condoms after durex ad 😂😂,1
@iamabhineet10 @stanvivek215 @kingsanmol,0
@vin_sta_gram__  go run and get it.take that gudadadadamani with you,0
Brut.,0
:(,1
Its just preparation before population control bill i guess!!,0
@sukku.05apr,0
🤐,0
Lmao wtf,0
@appalanaidu_vemireddi @r4rowdy @panjacharan @addicted_to_mech #treasurehunt ... Vellandraaaa,0
@raghuvanshivivek_,0
These are for dhongi babas in ashrams,1
Environmental hazzard,0
@pratim.c @120rsonionperkg,0
Village couple k liya ....Free of cost .....😂😂😂,0
😂😂😂,0
There is no God except Allah. Muhammad is an Apostle of Allah.,0
@ab_want,0
@nareshgowda23,0
😂,0
@kartik_sud07 @shivangirana93 😅,0
😆,0
"Yaha garib admi 40-50 deke khaird tha hai , aur tum phek rahe ho😂😂😂 i am sure agr ye distribute hote to pakka yogi ji ka name ki avaz harr ghar se ati😂😂😂",0
@geekfreak03,0
Great work to control population of India😂...jai yogi ji,0
I wish i was passing by there,0
Send to JNU..,0
@laverterse  apparently something went wrong over there 😂😂😂,0
@pd_rawat @sharmaji516  valentine ki preparation😁😂😂,0
India does not want population control i think,0
@rohit_raj_satyam  @upeshsubramanium this is the place you guys should visit Asap!! Stock Khatam hojata... Jaldi Jao !!,0
Just one of those could have saved this country from what is happening now😂😂,0
😂,0
Lemme guess it was a Muslim village  and they want them to control their population 😅😅,1
😍😍😍👍👍👍,0
Respect🤗,0
❤️,0
"Awesome content love it, keep up the good work. Would appreciate a follow to help get our mission of growing trees out there :) have a great day.",0
Woow... Great job... 🤗,0
❤️❤️❤️❤️❤️❤️🙏🙏🙏🙏 love you sir. God bless you and God bless India,0
I wish i could meet this man and hug him for this♥️,0
Good people 🔥🔥🙏🙏,0
😍😍😍👌👌👌👌great work,0
"We need these people, who served for nature and we follows them",0
1,0
Amazing work,0
Great👌,0
"And now UP govt will have it's eyes on this land for further ""vikas"".... and come up with smart city",0
👏👏👏,0
@groundroot_initiative,0
Where is savarkkar shoe licking movement 🙄,0
Satyagrah didn't do shit.1,
I love these informative videos u guys post,0
History is witness.... Public protests have always shaken the authorities in power.,1
Thrash the waste out of the world,1
It was Royal Indian Navy whose revolt made Brits leave...,0
where d fuck aana hajare is?,1
Where Is JALLIKATTU Protest??,0
Next will the protest against BJP.  It will over throw this government 🔥🔥🔥,1
Why Anti corruption movement in Delhi which lead by Anna Hazare  is not enlisted?? India against corruption lead Lokpal movement is a milestone in People protests in India.,0
Jallikatu protest??,0
Where is jallikattu protest🔥,0
"And where is Assam Andolaan.This movement had lasted for six years and 855 people sacrifice their lives for the hope of an ""Infiltration Free Assam"".",0
Now it will be Anti CAA💪💪💪,0
The protest now ongoing is to save our India.0,
Savarkar's sorry campaign should also be added its because of him that Indians were forced to join Britain army. During protests indian people working as police of British kicked their own people those police men are the sanghis who had no involvement in azadi but keep on barking,1
For,0
Where CAA protest,0
Jallikattu protest ???,0
You don't remember punjabi subha protests in Punjab? Where they killed a kid,0
Next CM in UP😂,0
🤣🤣🤣🤣😅😅😅,0
👎👎👎👎👎,0
wtf dude😨,1
🤣,0
who drinks bf's pee lol😂,0
BJP/RSS should make him brand Ambassador!!🤣,0
What will happen when scientists will reveal cow's urine was never good for health? This man would probably hang himself for what he has drunk😂😂😂,1
Holy Shit! 😂Holy Pee! 😂Holy he!,1
Its for BECAMEing Famous,0
Bathing with cowdung kinda defeats the purpose of bathing right?,0
Achi baat hai gai  ko apna best friend kehena aur usski ache se dekhbaal karna.. Par mere bhi friends hai best friends hai.. Inka matlab ye toh nhi naah ki unka moot peene lag jayu... Agar iska pet kutta hota toh kya uska bhi moot peeta..?? 🤦‍♂️.....baaki sab chordo.. Itna likh ke lelo ki isko bjp ki seat zarur milegi... 😂😂😂,0
Yogi Ji ?,0
Supercitious people......,0
"Wow, shocked is an understatement.  I am concerned for the Radha the cow and this man's UNHEALTHY obsession. Some one should inform peta or animal services🙈🙄😒",1
Who drink's a friend's urine????,0
Last time I checked I don’t drink my friends piss lmao,1
plot twist: finally he eats them beefs,1
"Don't know why if he loves radha, she looks malnutritious 🤔 is he even taking care?",1
Supb brut,0
"Ohno, don't tell me the Oranges have appropriated him too...",0
".....And the great Sage gifted the Codex of Vedas to the legendary engineer from Russia, Nikola Tesla to decode the Vedas to make the amazing technology to transform the world, ""The Current World.""",0
"My ideal, Ideal of every Indian❤️",0
Only respect nothing else,0
Modi never be fit in Vivekananda's video or pic bcoz Vivekananda is truly Human and Truly Hindu on the other hand Modi is completely opposite of Vivekananda ideology . He belongs to barbaric fascism .,1
❤️❤️❤️,1
Please don't make his teaching as 'Hindu' only. He is a vociferous voice for humanity. His ideas and teachings are for all. Period.,0
LEGEND!💓,0
He told that India will get independence after 50 years 💕💓😍💓that year is 1897 (exactly what he told that is true ),0
Why don't you update YouTube channel .,0
Missed one of his most important work of opening the very first indian institute of science (iisc) in bangalore.,0
Real legends look like this🔥😊🙌,0
"""Socialism in India owes its origins to Swami Vivekananda"" ~ Netaji Subhash Chandra Bose. Inquilab Zindabad ✊ Jai Hind 🇮🇳",0
🔥❤️❤️🔥,0
❤️Respect 🙌,0
OG 🔥,0
Respect❤️,0
But but ..Why the hell modi is in the pic .... There is nothing to do for modi with vivekananda and his ideologies. When vivekananda preached exact and realistic hindutva and sanatan dharm modi is promoting terrorism. One is hero and the other one is zero,1
❤️❤️❤️❤️❤️❤️,0
"I admire him very much ""Swami Vivekananda"". Nowadays some people need to learn from his teaching. 🙏🙏",0
💞💞💞❤️💯🔥,0
😢😢,0
Don’t fuck with it then,1
Bless the animals Lord ✴,0
Karma is a .....😂,0
Every one gangsta until jumbo gets angry,1
😱😱😱,0
"Lucky run , he deserved to get crushed",0
"Lack of Education, Awareness especially in rural areas,so it's not surprising anymore.",0
Lesson : don't fuck with animals.,0
😂😂😂,0
"Elephants are sensitive animals , we should protect them.",0
Don’t fuck with elephants man. 🐘,0
Did anyone see how har he hit the elephant?,0
On one side these people pray lord ganesha and on the other hand they hit elephants like this,0
😂😂😂,0
One day humans will run for their life.,0
🤣,0
It's just Kaylen Ward who raised $1 million..,0
🙏🏻🙏🏻🙏🏻🙏🏻,0
Not the hero we deserved but the heroes we needed 😍,0
👏👏👏👏👏,0
Waiting for some Indian model to do the same 🤣🤣🤣,0
"Not all hero's wear capes, some wear nothing ♥️",0
❤️,0
God bless Australia 🇦🇺🙏🏻🙌much luv,0
I can't read subtitles🔥,0
Can't be possible in India🙌... politicians will refuse it...,0
Inspiring !,0
Wow 🔥,0
Hey see my story! 🔥,0
Everyone liked that😍,0
👍👍,0
Humanity never dies❤️....,0
They deserve respect. They are making those blokes donate who never had any intention of contributing. They are bringing money and helping aussies. God bless them!,0
👏👏👏👏👏,0
The world is gonna be saved by lonely pervs 😃,0
👍👏👏👏👏👏,0
Wowww❤️❤️❤️❤️,0
Nice way to make perverts pay. Not everyone would've donated for the cause. That's the truth and reality but these women did the right job👍,0
Shakal pey sey rounakh uth jati,0
Pehle protests me logo ki bikes cars ghar or buses nai jalai jati thi..,0
Nice and faking it,1
And what abt French revolution leading to the end of monarchy ?!!,1
Its independence movement all over again! This time it's to fight the fascists that have been destroying our nation since 2014. Inqalab Zindabad!🙌,0
Brut India is no more Indian ..... it's view is biased .....are you comparing this going protest to the protests for Independence .....you are supporting protest as well motivating mass for protest without having idea about what's going on....just for the sake of being so.,1
This won't work. Some people can't just hijack a bill that most of the people want. Unacceptable!,1
Where's the jallikattu protests 🤔?,0
Dear BRUT where is Tamil nadu' s pro-jallikattu protest ??,0
India is no more  bjp want change history and fools believe them godse bjp idol and he is murder of gandhi,1
I personally feel the non violent form of protest works only when fought against an organization or a government.,0
❤️,0
😂,0
Are you an Idiot? You are comparing these great protests which were done ✅ for something good with this nonsense going on around in this country???,1
"What this govt and it's die hard & blind supporters don't understand that it's a win-win situation for anyone protesting now. Of course, they are so stubborn & arrogant that they won't take a step back right now and listen to people. Yet, they don't realize that they dealing with a force that is growing larger everyday, a force that is uniting and getting stronger every single minute. So, the govt could either really develop ears and listen to even the minorities or eventually get thrown out of the very chairs that they so dearly love.",0
"One more major uprising in south India...Pro-Jallikattu protest in Tamil Nadu articulated by a new generation of students and youth who were non-violent, disciplined, dedicated and unarmed volunteers managing spontaneous challenges in mass gatherings involving 250,000 to 300,000 people....",0
"Lol. Apart from some Universities and Opposition parties there are ""rarely Anyone protesting"" 🤦‍♂️ As I have asked this question before Why this page has completely become a mouth piece of Left Propaganda? What's happening?",0
😐😐😐,0
If you want to know the truth and logic behind this stupid government's move...follow me. Or just watch my last video and have a good laugh🤡🤡🤡🤡😅😅😅😅,0
Poore india k kone kone me aesa talent koot koot k bhara hai.. bus ap jaise mentor ki jarurat hai😊,0
♥️,0
😲😲😲,0
Beautiful..this made my morning 😇,0
Wow loved it,0
🙏👌🙏,0
Proud 🔥🔥,0
Hire him,0
👏🏻👏🏻👌🏻,0
❤️❤️❤️,0
Awesome❤️,0
Hare wwwwaah❤️❤️❤️👌👌👌,0
Amazing talent,0
superb ❤️🔥,0
😍😍🔥🔥,0
Very beautiful😍😍👌👌,0
🔥🔥,0
Amazing..,0
Superb 🇮🇳,0
😍😍😍😍❤️❤️❤️❤️,0
Amaaaazing! Thanks for sharing this ❤️👍🏼,0
